	Supposed_GOI	FGES_source	Genes	Link
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_HDM_STIM_CD4_TCELL_DN	CD4+ T cells	MSigDb_Dif_Expression	ERH, HCCS, ST7, MGAT3, BTK, PRMT5, SLC30A2, LTB, PLCD1, SERPINF1, MRPS31, APRT, ARV1, BCKDK, DCST1, PPP1R7, UXS1, TNFRSF4, SH2D2A, RUVBL2, IPO9, TET1, MKX, POLA2, YTHDC2, AAMDC, ADSL, ZNF81, IFT57, B3GALT6, COL6A5, SMPD4, CD164L2, PLEKHA6, TNK1, RBMXL1, SUV39H2, MFSD3, IRGM, CTSW, ENOPH1, BCL2A1, FEN1, PSMB3, CTPS1, ABCB6, HEBP1, POP7, DNAJC5B, TKTL2, CDC34, CHIC2, INO80E, ATP6AP2, TFAP2E, PRELID2, TXNL4A, ANXA4, CERCAM, SLC7A6, MOBP, TFAM, EIF4A1, SLC39A1, NRROS, RNF113A, ZNF638, MRPL19, HPRT1, PFN1, USP39, CUL5, WDR77, C9orf64, CHIA, CHAC2, DLD, PRKAG2, ASB8, JCAD, MTF2, C2orf50, RTF2, CLCN4, IVD, USP1, OTOP2, ATP23, LIPT2, IMPG1, PSMD13, YRDC, ORAI1, ECD, EXOSC3, PAPOLA, TNFRSF18, TYSND1, VDAC1, FUT11, FGFBP1, SBNO1, BRIX1, B3GNT2, MRPL46, BIRC5, RMDN3, PTPN6, FABP5, RARS1, LYAR, ORC6, DEFB119, SFTPA1, METTL2B, DBR1, TP73, PPHLN1, HCAR2, MANBA, GPR89B, IPO11, HASPIN, PRMT7, CRLF3, COQ4, NDUFA9, DIAPH3, CASK, EXOSC1, SOWAHC, NHLRC2, GJA1, POLR1E, ZNRD2, BOD1, LIG1, HDAC3, C1orf216, AARSD1, CCDC153, LSG1, TBRG4, PSAT1, AP1S1, B3GALT2, EXOSC2, ERG28, GIPC1, CCDC86, MRPL12, RBBP4, GPR37L1, VN1R5, GPR83, MRPL22, AKR7A2, TMTC4, HDAC1, UBL3, ATAD1, RBBP7, POGLUT3, IFI35, CLIC4, C1S, PDF, EIF5A2, NRSN1, CHST13, NDUFAB1, NDUFAF4, PSMC2, NSDHL, C5orf47, SLF1, RNF135, POLR2D, CSAD, PES1, PCLAF, SRSF6, RPUSD3, LIMD1, MT2A, POLR3E, RWDD4, RRP15, PDCD1, TUBA4A, TMEM100, KBTBD7, LIPG, SOCS1, PYCR2, C6orf58, TMEM229B, LIPT1, RNF180, SLC2A3	MSigDb_Dif_Expression
GSE22025_UNTREATED_VS_PROGESTERONE_TREATED_CD4_TCELL_DN	CD4+ T cells	MSigDb_Dif_Expression	CHST10, GPN1, UAP1, CALM2, FCER1A, PI4KB, SLC7A5, ZER1, HBEGF, CHERP, GPR183, CD101, PPP2R2B, SMAD7, ANXA1, BRINP1, ABCD3, GNAQ, MATK, ACSL1, S1PR1, ST8SIA1, EFNA1, DYRK3, RANBP2, RGS16, DAP3, ELL2, IER2, IGFBP2, TMPRSS11D, BASP1, XCL2, BICD2, FBXL4, SERPINB10, MYD88, H2AC13, RBM39, BCL2A1, SLC16A4, NFATC3, INSIG1, YWHAH, S100P, EVI5, SOSTDC1, MMP20, DR1, CLIC1, RPS23, MINPP1, CTSL, RSAD2, PLCL2, PTP4A1, DLC1, SLC17A3, CDC45, CSTF2T, SLA, TFAM, ATP5MJ, F5, ADAM19, PITRM1, OPRD1, SRSF1, FURIN, HSP90AA1, RPL36AL, GRB10, PDXK, TIMP2, STARD13, IGSF3, HSPE1, RPP14, PPP1R16B, CHRNB4, RPL31, DIXDC1, POLD2, NDUFS8, WASF2, TNFSF11, ALG13, SCG2, SELL, IL10RA, LY86, SUSD6, MINDY2, YWHAQ, DYNLT1, MLX, EIF2S1, GCN1, H3-3B, GPX4, PLP2, EIF4EBP2, SCGB1D2, PAK5, ABRAXAS2, DDB1, TP53BP2, TUSC3, RPL36A, PHLPP2, FUT4, SEC62, YES1, GRM5, ETFB, BATF, SPINT2, DDX39A, NQO1, PRRC2B, SREK1, ATP2B4, SRP54, LRP2, H1-4, GNAI1, AXIN1, TAF1B, ENPP1, RAB5A, ASF1A, PTGER2, ARID3A, PCYT1A, IFNA1, ZCCHC14, TIAM1, GGPS1, ABLIM3, FNDC3A, GNA15, ZPR1, TARS1, GSPT1, ZNF391, RRAGD, S100A11, CD58, TUBB4B, RPL39L, ATF5, CREBL2, KXD1, ATP6V1H, XCL1, LAPTM4B, CD47, UFD1, RRP12, OXCT1, RGS6, SLC39A8, RRS1, IL1RAP, MROH7, ADH7, GADD45G, BMPR2, CBFB, CD8A, CSE1L, LTA4H, NECTIN3, CTDP1, GOT2, JUN, LHFPL2, STMN2, NCLN, DYRK2, CCT3, COX17, UBB, PRRC2C, TMCO1, TUBA4A, CLNS1A, CSTB, SLC6A3, HESX1, EIF4E, CYP2C8, SOCS1, LYPLA1, FICD, GFI1, GIT2, ASB1, RPL9, ATP6V0A2	MSigDb_Dif_Expression
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_DN	CD4+ T cells	MSigDb_Dif_Expression	PLPP3, WDR26, ALKBH5, UFL1, DDX31, HIBCH, MTA3, LEF1, EOLA1, PRKCI, GPR183, SSMEM1, TMC5, ST8SIA1, RSPRY1, CCDC82, TRIM32, TGDS, CDR2, EPC1, FNBP1, S1PR1, RNF103, OARD1, MAN1A2, ZMYM5, ACAD8, PRMT2, SIK3, NINJ1, AIM2, TAB3, CALCRL, SAA4, MZB1, ZC3H4, ULK3, TEX10, FILIP1L, AXDND1, IER5, FABP4, PRKCB, ZNF799, COLEC12, N4BP2, HBB, STT3B, HAVCR1, MTPAP, SQOR, FXYD5, PITHD1, CHIC2, ERLIN2, GTF3C2, MBD4, USP33, ASB7, SH2D1A, TLE4, TFAM, PHGR1, NAA16, RAMP1, CROCC, RNF128, ITGA4, LNPEP, LYL1, TUSC1, UBIAD1, HEY1, MOSMO, TSHZ1, PRG4, PTGFRN, ZNF664, TBATA, KIF1C, JAK1, CCR6, CTU1, YPEL3, GPR137B, LRRC42, H2BC18, FPR3, IKBIP, RIT1, TES, PRPS2, SGPL1, ASNSD1, SATB1, RWDD2A, PDE2A, YPEL1, KIAA0930, RELL1, SMC5, BCL11A, PXYLP1, CABLES2, SCD, ARF6, SEPHS2, ICAM2, NCOA1, SAP30, TTC36, ZBTB4, THAP12, SCARB2, RFFL, CCN1, GABRR2, SLF2, STYX, ADD3, RASSF2, RHOT1, HMCES, ABHD8, MBD1, HAO2, MAP3K5, ATP6V0D1, ADCY9, METTL27, SETX, RB1, PCYOX1, TMEM74B, MAN1C1, ACP5, MEX3B, ROGDI, CLPX, WWOX, CDK14, FOXJ2, DTX2, RAB11FIP4, FCRLA, EVI2B, GID4, CD27, WAPL, SEC11A, RGL1, IQSEC1, SCARNA13, CLCA1, C17orf80, CATSPERG, SH3BGRL2, ARHGAP24, H2BC3, MRPL22, CCDC71, SLC49A4, PEX12, PDLIM7, TBC1D5, ATL1, ZNF771, ANKMY2, GGA2, LMO4, MFNG, MESD, ST8SIA6, NFKBIE, BMPR2, RAP1B, TTBK2, CCNY, SEMA3D, APOBEC1, RPS6KB1, RETREG3, PTK2B, F8A1, CYTH4, FAM3C, MTIF3, PHF8, JUNB, MCUR1, SLC30A1, SUN2, TSC22D3, WNT10A, MXI1, CSNK1E, COQ8A, RC3H2, PLEKHO1, YY1	MSigDb_Dif_Expression
GSE37533_PPARG2_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_DN	CD4+ T cells	MSigDb_Dif_Expression	PTPRR, TLN2, PPP2R1A, AARS1, PEX13, H2BC10, CST2, TMEM268, LTB, GPN2, PSMB7, RAB11FIP2, SCYL3, KATNA1, SLC35F6, ZNF200, PTCD1, DYNC2H1, SLC24A1, HLA-DMA, CTF1, RABIF, ALDH3A1, PLAGL1, BBS10, ZHX2, TEX30, SDC1, VCPIP1, FLII, GVINP1, CLDN7, ZNF136, ENO3, STX12, NRIP1, CAMKMT, GCH1, CYBA, PSMD9, KPTN, MCMBP, NCK2, HHAT, SFMBT1, POU3F1, SCN10A, MPI, C1GALT1, LGALS13, ASGR2, NDUFC1, OBSL1, PFDN1, SENP3, PYCARD, ARHGAP10, RIOK3, EIF4G3, EPB41L4A, MEF2C, ZBTB40, TMEM186, UBIAD1, TBC1D15, HSPBP1, VPS26A, PRORP, GTF2B, MRPL39, ZNF446, SEMA4G, ST7L, MFSD13A, IRF8, PIGV, APH1B, MRPL2, NUP42, GALK1, ALKBH1, ZNF212, IL10RA, OCRL, PASK, STARD5, POFUT1, CWF19L1, ULK2, PODXL2, HOXB2, SMARCAL1, C1QL1, TMEM50A, SCAND2P, CCDC106, MBD2, MNAT1, HS3ST2, ACY1, ELF4, DNAJC8, FAM163A, TIPIN, IGFALS, CADM3-AS1, U2SURP, UXT, BTN3A1, ACBD4, CSF1, BCL2L13, BAK1, LMF1, PEX3, SPATA2L, PROX1, KCNS3, YBX3, BNIP1, GUCY1B2, AK1, ZNF669, PKIG, CD3G, RCAN1, MALT1, CUEDC2, EIF1AY, SNX24, PPP1R3D, EPB41L5, ARID5A, RAB5IF, FAM184A, CTSS, RBMX2, TXNL4B, IRF9, SDCBP, CDC37, OLFML3, IRF1, ELP3, C14orf93, PADI2, F8, MLF1, MRPL23, TRAPPC4, FZD5, FBLN2, GNGT1, LY75, SYNE1, KCND1, CHRNA10, HSPB7, THG1L, BACH1, MTREX, MPC2, JADE2, KLHL25, COX6A1, PTPN7, CREBL2, OR12D2, LINC00667, RPAP2, PALS2, HIF1A, SOCS2, KANK3, SLC39A8, NKX3-1, CMAHP, KATNIP, NAB2, KATNB1, FOXN2, JADE3, SSTR2, ZNF529, IBA57, OPLAH, TMEM39B, DPP4, TTC17, SNAP29, SERPINB1, RAD1, EIF2D, LLPH, UBA5, TCFL5, KCNJ12, GPAA1	MSigDb_Dif_Expression
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN	CD4+ T cells	MSigDb_Dif_Expression	SUSD3, SCML1, GIMAP7, BCORP1, GBP5, TREX1, BIRC3, LINC00326, TNFSF10, DTX3L, IFIT5, SMAD7, ISG15, UNC119, ITM2A, CASP9, KLRK1, GSTO1, TAFA4, LYSMD1, STAT1, SIRT1, PSMB9, SYNE3, ZC3H7B, BASP1, GZMK, LGMN, SLC44A1, SP140, LYST, CHST11, GIMAP4, CASP3, NCF1C, TLR1, GIMAP1, GCH1, NFE4, FANCI, LYSMD2, FRMD6, CD274, TRPC3, SQOR, ARHGAP21, MTMR1, LINC00310, GRK3, NETO2, RDX, CD38, CHRDL1, NLRP8, TNIP2, OXNAD1, UBE2L6, REXO2, PSME4, GBP4, RRAS2, SCAMP3, PARP11, MLLT3, CD200, LATS1, SLC22A4, PARP14, RAPGEF2, CXCL9, ARID5B, PAG1, JAGN1, MIR155HG, KCNE4, KSR1, PPP4R1L, TRAT1, GINS2, TRIM6, IQGAP2, DUSP16, NEXN, IRF8, MAIP1, MAST4, TOPBP1, TSR1, DUSP4, NXPE3, RNF169, PCTP, TRIM22, LGALS12, SELL, CCNE1, PMS2P9, SUSD6, KMT2A, IFI27, TMEM243, RHOU, STX11, SLAMF1, CLUHP3, RSPO3, PITPNC1, LAMP3, C1orf112, LGALSL, PLEKHG1, PRG3, CRACR2A, TAP1, SMAD9, NFE2L3, BTLA, MYH16, SIAH3, SNX9, VOPP1, ATXN7L1, IL2RA, PDE4B, CRISPLD1, WDR82, CACUL1, CRTAP, TGIF1, PRKCH, CD226, SPRYD3, GPR174, DNAJC12, TIFA, CYFIP1, JPH1, CLEC2B, KAT2B, SNRPC, RFC4, RGCC, GBP1, PTGER4, CD59, PIK3CB, LACC1, IFIH1, ZG16B, ATP1B1, AHNAK, ZFAND4, ANXA2, PSMB10, ISM1-AS1, XRN1, CD58, BCL2L14, INTS8, ALPK1, EBI3, C11orf40, IFI35, C3orf52, CDH3, GNL1, PELI1, SOCS2, LMO4, HIVEP2, RIPOR1, MAFF, PARP9, STX3, CYB5A, GADD45G, PELI2, EPSTI1, WIPF1, LIX1, LRP11, LTA, PI4K2B, TNFSF13B, ETV6, ARHGAP15, DPP4, GIMAP8, PGAP1, SAMD9L, GPR155, SNX25, WNT9B, GNPDA1, RAD51	MSigDb_Dif_Expression
GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	CD4+ T cells	MSigDb_Dif_Expression	VAMP2, FAM111A, STX10, TMCO6, CTDSP2, IFIT1, PAQR4, FGD2, HERPUD1, HABP4, SLC35C1, LCAT, VILL, PPP1CB, TBC1D9B, TNFSF10, IMPA2, CHN1, CD101, RNF220, DUSP3, SHLD2, RFNG, RNASE1, TPCN1, POLB, ZBED1, OXA1L, SGSH, INTS1, AP1B1, NSD2, SYNE3, VPS13D, SLC7A8, CD180, SORD, GAS7, AP2A2, PTPRH, CDKN1C, KLF7, IFFO1, GOLGA2P5, PANK2, NCF4, MPG, ALDH6A1, PLCB2, DCLK1, VPS39, ZNF862, CENPM, TENT5A, PDGFC, HK1, PLSCR4, XPNPEP3, XPO6, RGL2, GNAI2, CASP10, RERE, ASIC3, MICAL1, ABHD10, POLD3, CHMP1A, TPP1, ZNF671, MEF2C, TNFRSF11A, NUMA1, OAS1, LYL1, ITGB5, CACNA1I, IP6K1, ARSA, TRIM3, CORO2A, POLR2A, CD302, TMEM134, ENTPD6, IFIT3, ITSN1, CNNM4, SCIN, CCR6, WASF2, MKRN1, PIP4K2B, PTPN18, PHKA2, IL10RA, PDXDC1, DAP, BLVRB, HDAC5, PARP4, CALHM2, GPSM3, ABCC10, SIK1, PRKAR2A, MAN2A2, CORO1B, PCDH1, ZNF185, RNASE6, EIF4EBP2, ZNF516, PEX11B, LMF2, ZNF395, WDR45B, STBD1, REPS2, ELF4, RAD9A, HYI, CST3, FUCA1, TSPYL2, TRADD, DPEP2, CHN2, LHPP, GNPAT, WBP1L, HERC5, CAPN1, PXN, EPHB2, SIRT7, NENF, C2CD2L, SLC25A1, ZC3H3, STAB1, LPAR6, FOXJ2, OSBPL3, ABCC5, MX2, ENDOD1, S1PR4, TNS4, PARL, PDP1, PMM1, MIA3, FGF16, GGNBP2, RABGGTA, FKRP, ARHGAP1, CTNNBIP1, IL23A, ARFGAP1, AKIP1, DOK2, PRDM4, NPHP4, RIPOR1, ACSBG1, ARHGAP4, RNF114, TESC, GORASP1, CRYL1, CNPY3, UNC93B1, DALRD3, NUP214, TRMT1, SAT1, SEC14L1, LMO2, FES, GABBR1, ADCY2, RGS14, TOP3A, SNX6, INPP5D, ASRGL1, WAS, TREML2, MSRB2, METTL7A, TSC22D3, NFRKB, EGLN2, MTCH1, IGFBP4, ABHD11, MX1, DGKD	MSigDb_Dif_Expression
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN	CD4+ T cells	MSigDb_Dif_Expression	MED21, C17orf100, ZNF184, MIR17HG, FBXO30, ZNF256, BIRC3, ZNF410, FAM200A, GPR183, TXNRD1, PUS3, ZNF569, MOCS2-DT, FAM220A, MLH3, SELENOK, TNF, S1PR1, RBSN, CCDC141, SPRY1, MLYCD, SESN3, ZNF200, PPM1D, NR4A2, AP5S1, ITIH3, FAM98A, RABIF, IER2, SH3RF3-AS1, IER5, TLR1, BTN2A2, PRSS12, BCL2A1, FEN1, ZBTB8A, NFE4, GET1, CKS2, SNRNP35, TNFRSF11B, BCL10, LINC00290, EQTN, MBNL2, TRMT10C, CPB1, CSTF2T, NR4A1, RNF113A, VPREB3, MYNN, SRSF1, GEM, ITGA3, ADO, BCLAF3, EGR3, CYCS, CHAC2, PLXND1, PLPP1, JAGN1, MRPL42, PRPF38A, TXNDC15, GGACT, TP53RK, MIR21, ZNF415, GPR18, BCOR, PTRH2, FAM98B, ZNF850, SH2D5, DUSP4, OSBPL1A, YRDC, CNTNAP1, ALG13, SPICE1, MEIG1, EXOSC3, NUDT15, ZFP30, EVI2A, TMEM243, ARL5B, PNPLA8, KLHL18, SNHG3, MTHFD2, ZBTB10, SMIM7, SNAPC1, DENND2C, CD69, TIGAR, FUT4, LINC00115, DLGAP1-AS3, RASGEF1B, VTI1B, ZNF571, PWWP2B, ZNF701, TIMELESS, TEX47, PHLDA1, FYCO1, ZCCHC13, PALM, DNAJB9, ZNF227, KIAA1586, NFE2L2, C11orf97, ATG101, KPNA2, NFKBID, ENSG00000247228, DNM3, DNAJB6, PDCL, PFKFB3, HSF5, CRNKL1, ZFP82, LPAR6, RBPJL, ISG20L2, CYP51A1, BTG2, PIK3CB, HCP5, ZPR1, KBTBD8, SELENOS, ZBTB3, FNIP1, H4C4, C2orf69, YIPF4, VCAM1, TAGAP, CYTIP, NR4A3, DNAJB4, WDR33, NAA30, ENPP2, DUSP2, EGR2, LMBRD2, EGR1, CENPL, ETV3, NCBP1, CREM, STK36, CCNH, TBX15, ARL9, PTGR2, NR1I3, ZNF331, IBA57, PPAN, TCAF1, GMNN, FBXO33, MRPS18A, MCPH1, PLEKHG7, SLC31A1, E2F6, ELOVL4, ANKRD37, C6orf120, GPR65, C4orf36, ENSG00000268403, ENPEP, SI, NTMT1, SLC2A3	MSigDb_Dif_Expression
GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN	CD4+ T cells	MSigDb_Dif_Expression	MRTFA, BAZ2B, ATOSA, PLD4, CNR2, PHLDA3, INPP5D, SGMS1, SERINC3, CTSF, POU6F1, TMEM86A, CCDC82, RNF167, BCL3, TBC1D10C, UPB1, ABCD1, KIAA0040, KDM7A, SEMA4B, KMT5C, DMPK, GMFG, PIK3CG, TP53I11, TUT7, FAM107B, PPM1D, SMIM14, TK1, HPSE, HEXB, AFF1, LRRC8C, ARHGEF18, SORD, MZB1, N4BP2L1, TLR1, CTSW, NOXO1, MS4A6A, RCSD1, ABCA7, SH3BP1, AKT3, SUSD1, N4BP3, AKNA, DCK, PIAS3, CD38, ARID3B, MBD4, KLHL24, RERE, RPS6KA5, CHST12, CD3D, HCST, MYLIP, ITGA4, SYK, LNPEP, DOCK2, IP6K1, CBL, ACAP1, BANK1, P2RY14, GTPBP2, STK10, LEPROT, GRK2, PNLIP, ICOSLG, FOXO4, INCA1, BMP2K, LAPTM5, EMP3, SIDT1, YPEL3, TSPYL4, TRAF5, KLF2, SELL, MPEG1, AP3B1, EMB, PITPNM1, CDON, PDE2A, ETS1, UBA7, BNIP3L, RNASE6, SEMA6D, CCDC88C, GRAMD2B, C19orf38, STK17B, KLRD1, RIN3, CREBRF, GAB3, SIGLEC10, TSPAN13, ZNF608, GANC, ITK, JUND, AKR1B10, ATP13A2, RASSF2, CORO1A, ARHGAP45, SLC25A53, ARHGEF1, TYROBP, CD1D, CEMIP2, SPATA6, CD3G, SASH3, ARID5A, IFNGR2, KIZ, CYTH1, RP2, SMC6, TMEM123, LPAR6, CTSS, RBM38, ABCG2, PHF13, ADAMTS10, S1PR4, TCP11L2, CDC42EP3, ZNF414, POU2AF1, ABI3, SLC12A6, NOTCH2, GCOM1, SSH2, MAP4K2, TBXA2R, CCND3, MSRB3, FRYL, ARHGDIB, RNASEL, CYB561A3, CD82, SIRT4, CREBL2, PHF1, ARHGAP19, CNN2, SMPDL3A, RASGRP2, HLA-DOB, PCMTD2, FLI1, SELPLG, RASA3, BICRA, RFLNB, HELZ, POLR3GL, GDI1, TUBB1, LPCAT2, PTPRE, CYBB, PDE3B, H3-5, FCGR2B, P2RY10, ITGB3, PLEKHA2, CD79A, TNFAIP8L2, C1orf21, DENND3, LPP-AS2, PGAP1, DGKA, CCNG2, PECAM1, KLHL14, TTC5, DENND1C, WNT10A, MXI1, IFT80	MSigDb_Dif_Expression
GSE8685_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_DN	CD4+ T cells	MSigDb_Dif_Expression	LFNG, PSENEN, TMCO6, AKT1, STRADA, SYMPK, LRIG2, MMP9, CHERP, SLC37A2, BTBD7, PNKP, POU6F1, ANKRD50, SOAT2, RFXANK, FAM220A, CDR2, ZNF658, CHD7, TEAD2, ZNF628, TNIK, TOR2A, ITLN1, HPS5, TGM4, TRAF2, PPP2R5E, COCH, SLC5A10, SMG7, ENO1, PTPN4, NSUN5, MXRA7, RPL17, WDR81, TOMM34, NDUFA7, MXD3, WRAP53, RHOT2, NT5E, TMEM106A, MCOLN2, SUSD1, ANKRD13D, SIRPB1, MAP2K2, SUPT6H, CBX7, FARP2, MAPRE2, NFKBIB, TSSC4, SLX4, SHB, DDX24, PTPN5, TMEM140, RPLP0, LIMK2, NAA80, ZDHHC24, BRWD3, DNM2, GPR68, CYB5D2, CAMSAP2, GRM4, PLEKHM1, FBXO4, DDT, EPHB6, SLC25A29, TSPYL4, CTSO, CAGE1, BCDIN3D, NEURL1B, COG1, RPL13, GNA11, KRBA1, DND1, INPPL1, MIS12, S100PBP, RWDD3, SERINC5, YPEL1, MRPS21, MVK, FGD3, SLC4A2, CDK5RAP2, BRAT1, ACRBP, MARK4, USP40, RET, ZNF653, SARS1, SCAI, SNTB2, SLC38A9, FBXL8, AFTPH, MGRN1, CNIH2, PCED1B, STYK1, ADD3, SULT2B1, NIBAN2, SECISBP2L, ZNF23, TPM3, SOCS5, SLC46A3, MIER2, ANKLE1, ZNF597, QPRT, NOSIP, NXT2, LRMDA, TTLL11, RPL18A, LGALS3BP, SEC31A, SLC39A4, SLCO2B1, GPM6B, FOXD2, ZC3H11A, DVL1, RAB29, SETD4, LPIN2, IP6K2, CSNK1G2, IRF7, PIERCE1, TBC1D1, HIVEP1, MAGEF1, TMUB2, JMJD7-PLA2G4B, DSE, RABEP1, ELK3, XRCC5, TUBB2B, DDX11, HIF1A, FLI1, ALDH1L1, HTRA3, DONSON, HSPA1B, UNC45A, TMEM222, MRGBP, NIPAL3, DGKD, MTURN, MAP3K11, RAB35, PHC1, DNAJB13, GET3, VIRMA, PRDM10, SREBF1, RABGAP1L, ARG2, GLIPR2, PRDM2, CHKB, MAP2K6, DENND1B, LRRC75A, TAF8, C22orf39, CSRP1, ADGRB2, MYOM2, HGS, TONSL, TMOD4, NDFIP2, ENPEP, NCAPH, ASB1, WDR38, WWP1, GPAA1, POLG	MSigDb_Dif_Expression
GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN	CD4+ T cells	MSigDb_Dif_Expression	ADAM17, FAM111A, MED21, ERI2, GNPTG, ADAM22, CSGALNACT2, SCYL2, FBXO30, BRIP1, SERINC3, TNFSF10, OTULIN, SPC24, CDR2, LYSMD3, HSPA5, C2orf68, UXS1, DNAJB1, CARHSP1, TRAPPC6B, GPR171, SIRT1, ENO1, B3GAT3, CHSY1, PEF1, STIL, NIBAN1, TAF12, TAFA3, BICD2, EIF2B5, STX12, MMP12, S100A6, CACNB4, YWHAH, EIF4E3, WBP2, RTF1, NR5A2, PPP1R12A, HAUS3, FBXO31, CDC34, RDX, KNL1, ARID3B, UBE2L6, TFAP2E, TPPP3, MLKL, TNFRSF1B, CDC45, RALA, RPS6KA5, EXO1, POLD3, PSMD1, TMCC3, CD99, DLD, HNRNPAB, ERCC6L, MOSMO, ATAD5, TSHZ1, SLC52A3, P3H4, LSM11, H2AX, MTMR2, KCNJ8, MTDH, PACC1, CPOX, IRF8, FAXC, GABARAPL2, GAREM2, HADH, PPM1G, GTF2F2, IL12RB2, RHOF, PPP1R2P1, TNFSF9, CCNE1, GREB1L, TKT, S100A14, ARL5B, IPO5, CSNK2B, TRAPPC2, ZNF606, MRPL18, SMC5, SYT4, MTMR9, MYL6, CA5B, ANXA7, RARS1, TRAPPC8, C1orf112, GRAMD2B, LYAR, SEPHS2, NSMCE2, GLRX, WEE1, SAP30, CDC14B, SNX9, SGCB, PDCD10, SLA2, GTSF1, HDGF, CCL4, TICRR, SLC4A3, APOBR, CASP7, RRAD, RORC, CDCA2, SAPCD1, SPATA6, DIAPH3, KPNA2, ANKLE1, BUB1, NCOA3, SNRPC, COPS3, RAD21, KIF22, PSPH, PHF13, MXD1, CCT6A, TMF1, PDP1, TARS1, SELENOI, NEUROG3, AUNIP, AHCYL1, KPNA3, CTNNBIP1, FAM185A, ELOF1, RIT2, NDEL1, SEPTIN1, LGALS1, ZMIZ1, MRPL27, MED11, RNF166, SPAG5, LMNB1, CENPL, CCNF, NAALADL1, NDUFV2, CSE1L, CEP44, CRELD2, UMPS, MPND, TUBB3, CYP2C18, CENPJ, PAK6, CYTH4, ITGB3, PI4K2B, ALG5, BRME1, RBBP8, LAMB3, AIRN, CDV3, LIN7A, PGC, HNRNPDL, SPPL3, CCND2, SMARCC2, ETHE1, ACAA2, ANKRD11, GAS6, KIF20B	MSigDb_Dif_Expression
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN	CD4+ T cells	MSigDb_Dif_Expression	BPI, STX10, AKT1, TAPBPL, LCTL, CHPT1, ZBED10P, PRSS16, CAMK2D, CAPNS1, MBOAT1, TNFSF10, C11orf21, NPY2R, SNX17, DCTN3, PRAF2, GSE1, GIMAP2, CAPZB, ELF3, POLB, NDRG3, ALDH3B1, MTX1, KLF7, GPBAR1, SELENON, NAPSB, UBTF, MLST8, PDK3, DPYSL2, PTEN, ILDR1, HMGB2, GGTA1, FAF1, NREP, THUMPD2, MTHFD1, INO80E, ARSJ, ZNF91, MAPRE2, ASGR2, ANO8, RERE, TMEM170B, NR4A1, SIGLEC16, DCXR, GPS1, GOLM1, ITGA4, TMEM119, TBC1D4, CIDEB, CHRAC1, PEBP1, SAT2, CLEC4G, FAM53B, MAP4K1, GSDMD, ZFP91, TSHZ1, MAPK8IP3, ORMDL1, TMC8, EIF2AK1, JUP, KICS2, MTMR11, PSTPIP1, PRKX, ARPIN, SIGIRR, CTSO, C1QC, RPS6KA4, PTPN18, ENSG00000237250, PRPS2, NUP93, TKT, INPP5K, CLEC11A, ZNF185, CCDC88C, RNF126P1, ANP32A, SLC18B1, PTPN22, SUMF2, ZNF395, GDI2, PEG3, MRPL48, REPS2, LRP5L, PPIL3, ILF3-DT, ICAM2, PPT1, FAM204A, SIN3B, CMIP, ADD3, CHN2, PGP, VSIG4, DNMT3A, STX16, SLC9A9, PIGL, OGFOD3, AKAP8, GPR160, LRMDA, SART1, CSF3R, MPPE1, VAV2, MPC1, ERI3, PTGER2, GALK2, MIDEAS, LENG8, NEDD8, TPBGL, FAM228B, PCIF1, CPNE3, HDDC3, ADAMTSL4, FAM216A, NRGN, S1PR3, ZNF865, RPH3A, KAT2A, NDST1, WDFY2, SNTB1, BCKDHA, TMEM14C, ABHD14B, NR4A3, ACCS, R3HDM1, ASB13, LAS1L, FAM118A, CAMK2G, IGFBP7, RASGRP2, FLI1, VAMP5, LINC00528, HEXA, TESC, MMP25, TACC3, PRKAR2B, LTA4H, REX1BD, TLE3, TOX2, TMEM39B, ARMH1, SF1, GCNT1, LSM14A, KBTBD11, ALAD, LIN7A, WAS, HNRNPDL, LAMTOR1, MSRB2, H2AJ, METTL7A, DENND1C, LMAN1, NUP210, MIF4GD, RAB3D, DCPS, COQ8A, FNTB, C6orf58, VEGFA, SLC25A35, DGKD	MSigDb_Dif_Expression
